type,Key,ClientId
Number,pUtANumber7,3
Number,pUtANumber8,3
TextArea,textArea18,3
TextArea,textArea19,3
TextArea,textArea20,3
TextArea,textArea25,3
TextArea,textArea27,3
TextArea,textArea28,3
TextArea,textArea29,3
TextArea,textArea3,3
TextArea,textArea36,3
Checkbox,undefinedCheckBox3,3
FileUpload,undefinedFileUpload4,3
Number,undefinedNumber6,3
TextField,undefinedText7,3
TextArea,undefinedTextArea7,3
Checkbox,checkbox23,3
Checkbox,checkbox9,3
FileUpload,fileUpload12,3
Number,number9,3
Checkbox,checkbox13,3
Checkbox,checkbox25,3
FileUpload,fileUpload32,3
Number,number36,3
TextArea,undefinedFieldsetProjectDetailsTellsusabouttheproblemneedopportunitytimelinesgoalsandprimarydemographicservedbythisproject1,3
TextArea,undefinedFieldsetProjectDetailsTellsusabouttheproblemneedopportunitytimelinesgoalsandprimarydemographicservedbythisproject2,3
TextField,undefinedFieldsetProjectExpectedDurationEx3Months2Years1,3
TextField,undefinedFieldsetProjectExpectedDurationEx3Months2Years2,3
TextField,undefinedFieldsetProjectName1,3
TextField,undefinedFieldsetProjectName2,3
TextField,undefinedFieldsetStaffandVolunteerSupportHowmanyindividualshavecommittedtosupportingthisproject1,3
TextField,undefinedFieldsetStaffandVolunteerSupportHowmanyindividualshavecommittedtosupportingthisproject2,3
TextField,undefinedFieldsetTotalpersonsexpectedtobeservedbythisprojectWhatistheanticipatedreachofthisproject1,3
TextField,undefinedFieldsetTotalpersonsexpectedtobeservedbythisprojectWhatistheanticipatedreachofthisproject2,3
TextField,undefinedFieldsetTotalProjectExpenses1,3
TextField,undefinedFieldsetTotalProjectExpenses21,3
TextField,undefinedFieldsetTotalProjectExpenses22,3
TextField,undefinedFieldsetTotalProjectExpenses31,3
TextField,undefinedFieldsetTotalProjectExpenses32,3
TextField,undefinedFieldsetTotalProjectExpenses4,3
TextField,undefinedWell2FieldsetFillinifOtheRchosenabove1,3
TextField,undefinedWell2FieldsetFillinifOtheRchosenabove2,3
TextField,undefinedWell2FieldsetFutureScalability1,3
TextField,undefinedWell2FieldsetFutureScalability2,3
TextArea,undefinedWell2FieldsetGrantRequestDetailsTellushowthesefundswillbeused1,3
TextArea,undefinedWell2FieldsetGrantRequestDetailsTellushowthesefundswillbeused2,3
FileUpload,undefinedWell2FieldsetOptionalPleaseprovideanydocumentationthatmayassistusinourreviewofthisapplicationauditedfinancialreportsprojectbudgetsetc1,3
FileUpload,undefinedWell2FieldsetOptionalPleaseprovideanydocumentationthatmayassistusinourreviewofthisapplicationauditedfinancialreportsprojectbudgetsetc2,3
FileUpload,undefinedWell2FieldsetPleaseprovideyourIrsDeterminationLetter1,3
FileUpload,undefinedWell2FieldsetPleaseprovideyourIrsDeterminationLetter2,3
TextField,undefinedWell2FieldsetSuccessMeasurementHowwillyoumeasuretheimpactandsuccessofthisproject1,3
TextField,undefinedWell2FieldsetSuccessMeasurementHowwillyoumeasuretheimpactandsuccessofthisproject2,3
Selectboxes,undefinedWell2FieldsetWhichAreasbestdescribeyourprojectSelectallthatapply1,3
Selectboxes,undefinedWell2FieldsetWhichAreasbestdescribeyourprojectSelectallthatapply2,3
Selectboxes,undefinedWell3FieldsetIfyespleasecheckallthatapply1,3
Selectboxes,undefinedWell3FieldsetIfyespleasecheckallthatapply2,3
CustomDataTable,undefinedWell3FieldsetLowIncometomoderateIncomeindividualsandfamiliescombinedincomeis80Orlessthantheareamedianincome1,3
CustomDataTable,undefinedWell3FieldsetLowIncometomoderateIncomeindividualsandfamiliescombinedincomeis80Orlessthantheareamedianincome2,3
Number,undefinedWell3FieldsetNumberofaffordablehousingunitstolowormoderateIncomeindividualscreatedorpreserved1,3
Number,undefinedWell3FieldsetNumberofaffordablehousingunitstolowormoderateIncomeindividualscreatedorpreserved2,3
Number,undefinedWell3FieldsetNumberofjobscreatedorretainedforlowormoderateIncomeindividuals1,3
Number,undefinedWell3FieldsetNumberofjobscreatedorretainedforlowormoderateIncomeindividuals2,3
Number,undefinedWell3FieldsetNumberoflowormoderateIncomeindividualstobeserved1,3
Number,undefinedWell3FieldsetNumberoflowormoderateIncomeindividualstobeserved2,3
Number,undefinedWell4FieldsetCurrentstaffsizeapplyingparentorlocalorganization1,3
Number,undefinedWell4FieldsetCurrentstaffsizeapplyingparentorlocalorganization21,3
Number,undefinedWell4FieldsetCurrentstaffsizeapplyingparentorlocalorganization22,3
Number,undefinedWell4FieldsetCurrentstaffsizeapplyingparentorlocalorganization3,3
TextField,undefinedWell4FieldsetHasyourorganizationreceivedfundsfromAllianceDataAllianceDataCardServicesEpsilonConversantLoyaltyOneorBrandLoyaltyinthepast5YearsIfyespleasedetailsamounts1,3
TextField,undefinedWell4FieldsetHasyourorganizationreceivedfundsfromAllianceDataAllianceDataCardServicesEpsilonConversantLoyaltyOneorBrandLoyaltyinthepast5YearsIfyespleasedetailsamounts2,3
TextArea,undefinedWell4FieldsetMissionstatement1,3
TextArea,undefinedWell4FieldsetMissionstatement2,3
FileUpload,undefinedWell4FieldsetOrganizationsPriorYearOperatingBudgetattachmostrecentauditedfinancialreports1,3
FileUpload,undefinedWell4FieldsetOrganizationsPriorYearOperatingBudgetattachmostrecentauditedfinancialreports2,3
Checkbox,undefinedWell4Iwehavereadtheprogrameligibilityguidelinesbeforecompletingthisapplication1,3
Checkbox,undefinedWell4Iwehavereadtheprogrameligibilityguidelinesbeforecompletingthisapplication2,3
Radio,undefinedWell4WellFieldsetDoesyourorganizationhaveanannualoperatingbudgetof100000Orhigher1,3
Radio,undefinedWell4WellFieldsetDoesyourorganizationhaveanannualoperatingbudgetof100000Orhigher2,3
Radio,undefinedWell4WellFieldsetDoesyourorganizationhaveanyreligiousorpoliticalaffiliations1,3
Radio,undefinedWell4WellFieldsetDoesyourorganizationhaveanyreligiousorpoliticalaffiliations2,3
Radio,undefinedWell4WellFieldsetWhichofthefollowingareasdoesyourorganizationsprogramsorservicesfocuson1,3
Radio,undefinedWell4WellFieldsetWhichofthefollowingareasdoesyourorganizationsprogramsorservicesfocuson2,3
TextArea,undefinedFieldsetProjectDetailsTellsusabouttheproblemneedopportunitytimelinesgoalsandprimarydemographicservedbythisproject,3
TextField,undefinedFieldsetProjectExpectedDurationEx3Months2Years,3
TextField,undefinedFieldsetProjectName,3
TextField,undefinedFieldsetStaffandVolunteerSupportHowmanyindividualshavecommittedtosupportingthisproject,3
TextField,undefinedFieldsetTotalpersonsexpectedtobeservedbythisprojectWhatistheanticipatedreachofthisproject,3
TextField,undefinedFieldsetTotalProjectExpenses,3
TextField,undefinedFieldsetTotalProjectExpenses2,3
TextField,undefinedFieldsetTotalProjectExpenses3,3
TextField,undefinedWell2FieldsetFillinifOtheRchosenabove,3
TextField,undefinedWell2FieldsetFutureScalability,3
TextArea,undefinedWell2FieldsetGrantRequestDetailsTellushowthesefundswillbeused,3
FileUpload,undefinedWell2FieldsetOptionalPleaseprovideanydocumentationthatmayassistusinourreviewofthisapplicationauditedfinancialreportsprojectbudgetsetc,3
FileUpload,undefinedWell2FieldsetPleaseprovideyourIrsDeterminationLetter,3
TextField,undefinedWell2FieldsetSuccessMeasurementHowwillyoumeasuretheimpactandsuccessofthisproject,3
Selectboxes,undefinedWell2FieldsetWhichAreasbestdescribeyourprojectSelectallthatapply,3
Selectboxes,undefinedWell3FieldsetIfyespleasecheckallthatapply,3
CustomDataTable,undefinedWell3FieldsetLowIncometomoderateIncomeindividualsandfamiliescombinedincomeis80Orlessthantheareamedianincome,3
Number,undefinedWell3FieldsetNumberofaffordablehousingunitstolowormoderateIncomeindividualscreatedorpreserved,3
Number,undefinedWell3FieldsetNumberofjobscreatedorretainedforlowormoderateIncomeindividuals,3
Number,undefinedWell3FieldsetNumberoflowormoderateIncomeindividualstobeserved,3
Number,undefinedWell4FieldsetCurrentstaffsizeapplyingparentorlocalorganization,3
Number,undefinedWell4FieldsetCurrentstaffsizeapplyingparentorlocalorganization2,3
TextField,undefinedWell4FieldsetHasyourorganizationreceivedfundsfromAllianceDataAllianceDataCardServicesEpsilonConversantLoyaltyOneorBrandLoyaltyinthepast5YearsIfyespleasedetailsamounts,3
TextArea,undefinedWell4FieldsetMissionstatement,3
FileUpload,undefinedWell4FieldsetOrganizationsPriorYearOperatingBudgetattachmostrecentauditedfinancialreports,3
Checkbox,undefinedWell4Iwehavereadtheprogrameligibilityguidelinesbeforecompletingthisapplication,3
Radio,undefinedWell4WellFieldsetDoesyourorganizationhaveanannualoperatingbudgetof100000Orhigher,3
Radio,undefinedWell4WellFieldsetDoesyourorganizationhaveanyreligiousorpoliticalaffiliations,3
Radio,undefinedWell4WellFieldsetWhichofthefollowingareasdoesyourorganizationsprogramsorservicesfocuson,3
Selectboxes,favAnimal,3
Selectboxes,favAnimal1,3
TextField,name11,3
TextField,name2,3
TextField,yeaOrNah,3
TextField,yeaOrNah1,3
TextField,yeaOrNah2,3
TextField,yeaOrNah3,3
TextField,yeaOrNah4,3
TextField,yeaOrNah5,3
TextField,yeaOrNah6,3
TextField,yeaOrNah7,3
Selectboxes,selectBoxes6,3
TextField,whyShouldWeNominateThisPerson,3
TextField,name4,3
TextArea,provideYourReview1,3
TextArea,provideYourReview2,3
TextArea,provideYourReview3,3
TextArea,provideYourReview4,3
TextArea,provideYourReview5,3
TextArea,textArea38,3
TextArea,textArea40,3
TextField,12AndBelow,3
TextField,13,3
TextField,14,3
TextField,15,3
TextField,16,3
TextField,17,3
TextField,18,3
TextField,19AndAbove,3
TextField,americanIndianOrAlaskaNative,3
Radio,areThereCurrentOpportunitiesForBestBuyEmployeesToVolunteer,3
TextField,asianPacificIslander,3
TextField,blackOrAfricanAmerican,3
TextField,byEnteringYourNameAndCheckingTheCertificationBoxYouAreCertifyingThatAllInformationInTheProposalIsTrueAndCorrect,3
TextArea,describeYourCurrentVolunteerismProgram,3
CustomDataTable,doesYourOrganizationHaveStaffOrVolunteersAllocatedForThisProgram,3
TextField,enterTheNameOfYourTopPaidStaff,3
TextField,enterTheNumberOfYouthDirectlyServedByTheOrganizationAnnually,3
TextField,female,3
TextField,hispanicLatinoSpanishOrigin,3
CustomDataTable,howWereYouReferredToThisFundingOpportunity,3
Checkbox,iCertifyThatTheOrganizationCompliesWithTheseStatements,3
CustomDataTable,isYourOrganizationAPublicLibraryNotAssociatedWithACharitableEntitySuchAsFriendsOfOrFoundation,3
TextField,male,3
TextField,notGenderSpecific,3
TextField,other,3
TextArea,outlineInABulletedFormatTheSpecificMetricsUsedToTrackProgramSuccessInAreasOfDeveloping21stCenturySkillsAndBridgingTheDigitalDivideEGTypesOfSkillsAndLevelOfProficiencyAmountOfInterestInDigitalLearningTechnologyAccessProvidedToUnderservedYouth,3
TextArea,pleaseProvideDetailsOnHowYouWereReferredToThisFundingOpportunity,3
FileUpload,pleaseUploadTheOrganizationsIrs501C3TaxDesignation,3
FileUpload,programBudgetUpload,3
TextField,programEndDate,3
TextField,programStartDate,3
TextArea,programTitle255CharacterMaximum,3
TextArea,provideABriefExplanationOfYourProgramEvaluationProcess,3
TextField,provideTheNumberOfYouthDirectlyServedByThisProgramThatAreAges13To18,3
CustomDataTable,storeNumber,3
TextField,textField25,3
TextField,total1,3
TextField,total2,3
TextField,total3,3
TextField,unknownNotSpecific,3
FileUpload,w9Upload,3
TextField,websiteAddress,3
TextField,white,3
TextField,12AndBelow1,3
TextField,131,3
TextField,141,3
TextField,151,3
TextField,161,3
TextField,171,3
TextField,181,3
TextField,19AndAbove1,3
TextField,americanIndianOrAlaskaNative1,3
Radio,areThereCurrentOpportunitiesForBestBuyEmployeesToVolunteer1,3
TextField,asianPacificIslander1,3
TextField,blackOrAfricanAmerican1,3
TextField,byEnteringYourNameAndCheckingTheCertificationBoxYouAreCertifyingThatAllInformationInTheProposalIsTrueAndCorrect1,3
TextArea,describeYourCurrentVolunteerismProgram1,3
CustomDataTable,doesYourOrganizationHaveStaffOrVolunteersAllocatedForThisProgram1,3
TextField,enterTheNameOfYourTopPaidStaff1,3
TextField,enterTheNumberOfYouthDirectlyServedByTheOrganizationAnnually1,3
TextField,female1,3
TextField,hispanicLatinoSpanishOrigin1,3
CustomDataTable,howWereYouReferredToThisFundingOpportunity1,3
Checkbox,iCertifyThatTheOrganizationCompliesWithTheseStatements1,3
CustomDataTable,isYourOrganizationAPublicLibraryNotAssociatedWithACharitableEntitySuchAsFriendsOfOrFoundation1,3
TextField,male1,3
TextField,notGenderSpecific1,3
TextField,other1,3
TextArea,outlineInABulletedFormatTheSpecificMetricsUsedToTrackProgramSuccessInAreasOfDeveloping21stCenturySkillsAndBridgingTheDigitalDivideEGTypesOfSkillsAndLevelOfProficiencyAmountOfInterestInDigitalLearningTechnologyAccessProvidedToUnderservedYouth1,3
TextArea,pleaseProvideDetailsOnHowYouWereReferredToThisFundingOpportunity1,3
FileUpload,pleaseUploadTheOrganizationsIrs501C3TaxDesignation1,3
FileUpload,programBudgetUpload1,3
TextField,programEndDate1,3
TextField,programStartDate1,3
TextArea,programTitle255CharacterMaximum1,3
TextArea,provideABriefExplanationOfYourProgramEvaluationProcess1,3
TextField,provideTheNumberOfYouthDirectlyServedByThisProgramThatAreAges13To181,3
CustomDataTable,storeNumber1,3
TextField,textField44,3
TextField,total21,3
TextField,total31,3
TextField,total4,3
TextField,unknownNotSpecific1,3
FileUpload,w9Upload1,3
TextField,websiteAddress1,3
TextField,white1,3
TextField,12AndBelow2,3
TextField,132,3
TextField,142,3
TextField,152,3
TextField,162,3
TextField,172,3
TextField,182,3
TextField,19AndAbove2,3
TextField,americanIndianOrAlaskaNative2,3
Radio,areThereCurrentOpportunitiesForBestBuyEmployeesToVolunteer2,3
TextField,asianPacificIslander2,3
TextField,blackOrAfricanAmerican2,3
TextField,byEnteringYourNameAndCheckingTheCertificationBoxYouAreCertifyingThatAllInformationInTheProposalIsTrueAndCorrect2,3
TextArea,describeYourCurrentVolunteerismProgram2,3
CustomDataTable,doesYourOrganizationHaveStaffOrVolunteersAllocatedForThisProgram2,3
TextField,enterTheNameOfYourTopPaidStaff2,3
TextField,enterTheNumberOfYouthDirectlyServedByTheOrganizationAnnually2,3
TextField,female2,3
TextField,hispanicLatinoSpanishOrigin2,3
CustomDataTable,howWereYouReferredToThisFundingOpportunity2,3
Checkbox,iCertifyThatTheOrganizationCompliesWithTheseStatements2,3
CustomDataTable,isYourOrganizationAPublicLibraryNotAssociatedWithACharitableEntitySuchAsFriendsOfOrFoundation2,3
TextField,male2,3
TextField,notGenderSpecific2,3
TextField,other2,3
TextArea,outlineInABulletedFormatTheSpecificMetricsUsedToTrackProgramSuccessInAreasOfDeveloping21stCenturySkillsAndBridgingTheDigitalDivideEGTypesOfSkillsAndLevelOfProficiencyAmountOfInterestInDigitalLearningTechnologyAccessProvidedToUnderservedYouth2,3
TextArea,pleaseProvideDetailsOnHowYouWereReferredToThisFundingOpportunity2,3
FileUpload,pleaseUploadTheOrganizationsIrs501C3TaxDesignation2,3
FileUpload,programBudgetUpload2,3
TextField,programEndDate2,3
TextField,programStartDate2,3
TextArea,programTitle255CharacterMaximum2,3
TextArea,provideABriefExplanationOfYourProgramEvaluationProcess2,3
TextField,provideTheNumberOfYouthDirectlyServedByThisProgramThatAreAges13To182,3
CustomDataTable,storeNumber2,3
TextField,textField45,3
TextField,total22,3
TextField,total32,3
TextField,total5,3
TextField,unknownNotSpecific2,3
FileUpload,w9Upload2,3
TextField,websiteAddress2,3
TextField,white2,3
Checkbox,checkThis,3
Radio,radio4,3
TextField,undefinedEntersomeText,3
TextField,undefinedEntersomeText1,3
TextField,undefinedFillthisoutThenyoucangoon,3
Checkbox,undefinedCheckBox2,3
Checkbox,undefinedCheckBox7,3
Checkbox,undefinedCheckBox8,3
FileUpload,undefinedFileUpload10,3
FileUpload,undefinedFileUpload3,3
FileUpload,undefinedFileUpload9,3
Number,undefinedNumber16,3
Number,undefinedNumber17,3
Number,undefinedNumber3,3
Radio,undefinedRadio1,3
Radio,undefinedRadio2,3
Radio,undefinedRadio3,3
CustomDataTable,undefinedSelect2,3
CustomDataTable,undefinedSelect3,3
CustomDataTable,undefinedSelect4,3
Selectboxes,undefinedSelectBoxes,3
Selectboxes,undefinedSelectBoxes1,3
Selectboxes,undefinedSelectBoxes2,3
TextField,undefinedText19,3
TextField,undefinedText20,3
TextField,undefinedText5,3
TextArea,undefinedTextArea19,3
TextArea,undefinedTextArea20,3
TextArea,undefinedTextArea5,3
TextArea,500CharactersOrLessIncSpaces1,3
TextArea,500CharactersOrLessIncSpaces2,3
FileUpload,attachAdditionalSupportingDocumentationPleaseOnlyUploadDocumentsThatSupportTheRequestSuchAsAnInvoiceOrSponsorshipOpportunityPleaseRedactAnySensitivePersonalInformationSuchAsCreditCardNumbersOrConfidentialClientInformation1,3
FileUpload,attachAdditionalSupportingDocumentationPleaseOnlyUploadDocumentsThatSupportTheRequestSuchAsAnInvoiceOrSponsorshipOpportunityPleaseRedactAnySensitivePersonalInformationSuchAsCreditCardNumbersOrConfidentialClientInformation2,3
Checkbox,checkThisBoxToConfirmYouHaveHadAnIndependenceConsultationAndAreClearedToRequestFunding1,3
Checkbox,checkThisBoxToConfirmYouHaveHadAnIndependenceConsultationAndAreClearedToRequestFunding2,3
TextField,clientCompanyName1,3
TextField,clientCompanyName101,3
TextField,clientCompanyName102,3
TextField,clientCompanyName111,3
TextField,clientCompanyName112,3
TextField,clientCompanyName121,3
TextField,clientCompanyName122,3
TextField,clientCompanyName13,3
TextField,clientCompanyName21,3
TextField,clientCompanyName22,3
TextField,clientCompanyName31,3
TextField,clientCompanyName32,3
TextField,clientCompanyName41,3
TextField,clientCompanyName42,3
TextField,clientCompanyName51,3
TextField,clientCompanyName52,3
TextField,clientCompanyName61,3
TextField,clientCompanyName62,3
TextField,clientCompanyName71,3
TextField,clientCompanyName72,3
TextField,clientCompanyName81,3
TextField,clientCompanyName82,3
TextField,clientCompanyName91,3
TextField,clientCompanyName92,3
TextField,clientContact1,3
TextField,clientContact2,3
CustomDataTable,clientSector1,3
CustomDataTable,clientSector2,3
TextField,companyName1,3
TextField,companyName2,3
CustomDataTable,doesTheGepSupportTheRequestForFunding1,3
CustomDataTable,doesTheGepSupportTheRequestForFunding2,3
TextField,email5,3
TextField,email6,3
TextArea,explain1,3
TextArea,explain2,3
FileUpload,fileUpload211,3
FileUpload,fileUpload212,3
CustomDataTable,goodsServices1,3
CustomDataTable,goodsServices2,3
TextField,ifTheSponsorshipIsForAnEventPleaseSelectEventDate1,3
TextField,ifTheSponsorshipIsForAnEventPleaseSelectEventDate2,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest101,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest102,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest111,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest112,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest121,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest122,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest131,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest132,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest21,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest22,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest31,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest32,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest41,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest42,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest51,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest52,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest61,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest62,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest71,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest72,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest81,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest82,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest91,3
Checkbox,iHaveApprovalFromTheCodeOwnerToUseThisCodeTowardPaymentOfThisRequest92,3
FileUpload,invoiceSupportingDocumentation,3
FileUpload,invoiceSupportingDocumentation1,3
CustomDataTable,isAPrincipalExecutiveEGCeoExecutiveChairmanOfTheNonprofitAlsoInASeniorExecutiveRoleOrABoardMemberOfAnSecAuditClient1,3
